Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny,DayOfWeek,DayOfMonth,Month,WeekOfYear,IsWeekend,UnitsSold_Lag_1,UnitsSold_Lag_7,UnitsSold_Lag_14,UnitsSold_Lag_21,UnitsSold_Lag_28,UnitsSold_RollingMean_7,UnitsSold_RollingMean_14,UnitsSold_RollingMean_28,UnitsSold_RollingStd_7,UnitsSold_RollingStd_14,UnitsSold_RollingStd_28
2022-05-05,6417,25728,5079,7077,61.53,62.59,7.9,20.0,1,Spring,40.0,40.0,0.0,20.0,3,5,5,18,0,5765.0,5854.0,8888.0,9226.0,10231.0,5793.285714285715,6337.928571428572,8079.857142857143,303.44341278390067,1099.6894291841438,1971.9912612360936
2022-05-06,6393,23692,7217,7419,60.31,61.03,10.35,45.0,1,Spring,0.0,40.0,0.0,60.0,4,6,5,18,0,6417.0,5578.0,8656.0,9632.0,10259.0,5873.714285714285,6161.428571428572,7943.642857142857,385.6854133815191,822.2097537252199,1949.4956083520965
2022-05-07,6278,21893,5716,6856,61.23,61.98,8.2,25.0,1,Spring,20.0,40.0,0.0,40.0,5,7,5,18,1,6393.0,5310.0,6010.0,8750.0,8893.0,5990.142857142857,5999.785714285715,7805.571428571428,404.1123723963962,416.33163160218226,1916.0552150973024
2022-05-08,5980,20473,7496,7269,61.38,62.9,8.5,30.0,1,Spring,40.0,40.0,0.0,20.0,6,8,5,18,1,6278.0,6289.0,6398.0,10089.0,9237.0,6128.428571428572,6018.928571428572,7712.178571428572,278.7614614342969,422.9461621104556,1924.7989419498338
2022-05-09,5833,21305,5786,6669,60.7,61.15,7.7,20.0,1,Spring,80.0,0.0,0.0,20.0,0,9,5,19,0,5980.0,5816.0,6842.0,10083.0,9946.0,6084.285714285715,5989.071428571428,7595.857142857143,273.5127750129255,408.63985729128365,1927.649493924804
2022-05-10,6205,22374,6998,7088,60.18,60.25,9.3,30.0,1,Spring,0.0,40.0,0.0,60.0,1,10,5,19,0,5833.0,5941.0,5602.0,10136.0,10528.0,6086.714285714285,5917.0,7448.964285714285,270.79556513220666,327.5757105675783,1898.4184739885284
2022-05-11,5906,21385,6961,6982,61.13,63.05,8.15,30.0,1,Spring,80.0,0.0,0.0,20.0,2,11,5,19,0,6205.0,5765.0,5782.0,10467.0,10028.0,6124.428571428572,5960.071428571428,7294.571428571428,265.45047067388117,322.57651788392405,1812.583064325424
2022-05-12,5649,22746,4823,6443,59.12,59.68,9.15,35.0,1,Spring,40.0,60.0,0.0,0.0,3,12,5,19,0,5906.0,6417.0,5854.0,8888.0,9226.0,6144.571428571428,5968.928571428572,7147.357142857143,237.50989954312394,318.9934805906671,1748.6188245729177
2022-05-13,5765,23629,7264,6694,59.8,61.95,8.65,35.0,1,Spring,0.0,40.0,0.0,60.0,4,13,5,19,0,5649.0,6393.0,5578.0,8656.0,9632.0,6034.857142857143,5954.285714285715,7019.607142857143,266.32650923977326,329.21618536047765,1721.588270545661
2022-05-14,6192,22122,3916,7077,59.7,61.05,10.65,45.0,1,Spring,40.0,60.0,0.0,0.0,5,14,5,19,1,5765.0,6278.0,5310.0,6010.0,8750.0,5945.142857142857,5967.642857142857,6881.5,228.69005850097034,316.31571549346,1658.1981407763217
2022-05-15,5998,23025,7291,7169,60.32,61.72,10.1,45.0,1,Spring,60.0,0.0,0.0,40.0,6,15,5,19,1,6192.0,5980.0,6289.0,6398.0,10089.0,5932.857142857143,6030.642857142857,6790.142857142857,209.3174849931177,257.65200357276996,1621.5013096986606
2022-05-16,6130,24455,5555,6924,60.52,61.43,9.35,30.0,1,Spring,20.0,40.0,0.0,40.0,0,16,5,20,0,5998.0,5833.0,5816.0,6842.0,10083.0,5935.428571428572,6009.857142857143,6644.035714285715,210.10224268433424,246.711870919814,1492.4191517811437
2022-05-17,6411,23892,6844,7295,60.53,61.47,9.7,40.0,1,Spring,20.0,20.0,0.0,60.0,1,17,5,20,0,6130.0,6205.0,5941.0,5602.0,10136.0,5977.857142857143,6032.285714285715,6502.857142857143,215.879154908119,241.9597641603562,1333.5719429352507
2022-05-18,5242,22717,3442,6297,58.18,59.95,9.7,40.0,1,Spring,80.0,20.0,0.0,0.0,2,18,5,20,0,6411.0,5906.0,5765.0,5782.0,10467.0,6007.285714285715,6065.857142857143,6369.821428571428,261.2723446813151,260.23535417088766,1127.605363511578
2022-05-19,6075,25282,5979,7137,60.26,60.88,10.2,45.0,1,Spring,60.0,40.0,0.0,0.0,3,19,5,20,0,5242.0,5649.0,6417.0,5854.0,8888.0,5912.428571428572,6028.5,6183.214285714285,392.0029154410977,333.86771908371367,812.8691916608069
2022-05-20,6745,24798,9027,7658,59.0,61.0,12.2,55.0,1,Spring,60.0,20.0,0.0,20.0,4,20,5,20,0,6075.0,5765.0,6393.0,5578.0,8656.0,5973.285714285715,6004.071428571428,6082.75,377.07369495710725,315.2477570921894,616.2508883623435
2022-05-21,6038,22109,5398,6776,60.49,63.58,9.1,40.0,1,Spring,40.0,40.0,0.0,20.0,5,21,5,20,1,6745.0,6192.0,6278.0,5310.0,6010.0,6113.285714285715,6029.214285714285,6014.5,459.7222764111005,359.57393132417127,382.01187687563316
2022-05-22,5981,20159,6840,7083,61.48,62.28,8.05,20.0,1,Spring,40.0,0.0,0.0,60.0,6,22,5,20,1,6038.0,5998.0,5980.0,6289.0,6398.0,6091.285714285715,6012.071428571428,6015.5,459.0118786719336,352.4510799192867,382.03630814454084
2022-05-23,5471,23044,5722,6715,60.41,62.18,8.85,35.0,1,Spring,40.0,60.0,0.0,0.0,0,23,5,21,0,5981.0,6130.0,5833.0,5816.0,6842.0,6088.857142857143,6012.142857142857,6000.607142857143,459.63225466000824,352.4441815364651,374.62923293475365
2022-05-24,6095,25224,3812,6729,60.74,62.24,9.1,35.0,1,Spring,40.0,60.0,0.0,0.0,1,24,5,21,0,5471.0,6411.0,6205.0,5941.0,5602.0,5994.714285714285,5986.285714285715,5951.642857142857,514.0663751844426,378.885293900507,349.32646455135375
2022-05-25,6510,23385,8484,7250,61.07,61.18,10.85,50.0,1,Spring,60.0,0.0,0.0,40.0,2,25,5,21,0,6095.0,5242.0,5906.0,5765.0,5782.0,5949.571428571428,5978.428571428572,5969.25,484.43845744083274,375.122690552092,343.42518997749806
2022-05-26,8697,23450,15554,10744,67.82,68.27,10.75,40.0,0,Spring,0.0,60.0,0.0,40.0,3,26,5,21,0,6510.0,6075.0,5649.0,6417.0,5854.0,6130.714285714285,6021.571428571428,5995.25,406.5745992581647,400.05628724848293,356.04947897932834
2022-05-27,9571,22807,14396,12001,68.8,70.25,11.7,50.0,0,Spring,80.0,0.0,0.0,20.0,4,27,5,21,0,8697.0,6745.0,5765.0,6393.0,5578.0,6505.285714285715,6239.285714285715,6096.785714285715,1048.205564172378,805.5624340576238,621.0403074616283
2022-05-28,9424,21943,8664,11180,68.16,69.03,9.6,30.0,0,Spring,40.0,20.0,0.0,40.0,5,28,5,21,1,9571.0,6038.0,6192.0,6278.0,5310.0,6909.0,6511.142857142857,6239.392857142857,1570.1727081226945,1185.7093207892913,895.3636686879364
2022-05-29,8845,24968,7883,10770,71.68,74.67,4.65,0.0,0,Spring,60.0,0.0,0.0,40.0,6,29,5,21,1,9424.0,5981.0,5998.0,5980.0,6289.0,7392.714285714285,6742.0,6386.321428571428,1766.4173453901699,1411.8602022754378,1059.6774860015648
2022-05-30,9196,32541,7206,10253,70.23,71.23,5.3,0.0,0,Spring,60.0,20.0,0.0,20.0,0,30,5,22,0,8845.0,5471.0,6130.0,5833.0,5816.0,7801.857142857143,6945.357142857143,6477.607142857143,1715.8959203645834,1498.811201080218,1156.6401642588298
2022-05-31,9091,30517,8348,10279,71.33,73.83,4.7,0.0,0,Spring,80.0,20.0,0.0,0.0,1,31,5,22,0,9196.0,6095.0,6411.0,6205.0,5941.0,8334.0,7164.357142857143,6598.321428571428,1425.6168255647576,1591.6316546788814,1257.0536702520517
2022-06-01,9544,28555,12434,11408,67.6,70.94,11.45,50.0,0,Summer,40.0,60.0,0.0,0.0,2,1,6,22,0,9091.0,6510.0,5242.0,5906.0,5765.0,8762.0,7355.785714285715,6710.821428571428,1038.58397188993,1653.996659775787,1334.6100291449015
2022-06-02,10039,27349,14080,11872,71.65,72.17,8.5,25.0,0,Summer,40.0,20.0,0.0,40.0,3,2,6,22,0,9544.0,8697.0,6075.0,5649.0,6417.0,9195.42857142857,7663.071428571428,6845.785714285715,340.81708542013365,1630.5358469998932,1423.535748218148
2022-06-03,9818,26089,12127,12073,72.95,73.65,9.1,30.0,0,Summer,20.0,20.0,0.0,60.0,4,3,6,22,0,10039.0,9571.0,6745.0,5765.0,6393.0,9387.142857142857,7946.214285714285,6975.142857142857,387.9086785019496,1677.064751677374,1542.7067053837407
2022-06-04,9170,28360,10710,11415,70.6,71.24,8.6,35.0,0,Summer,40.0,40.0,0.0,20.0,5,4,6,22,1,9818.0,9424.0,6038.0,6192.0,6278.0,9422.42857142857,8165.714285714285,7097.464285714285,417.523994177905,1708.5586110732456,1628.2515385379804
2022-06-05,9145,30915,6208,11067,70.96,72.56,6.8,20.0,0,Summer,60.0,40.0,0.0,0.0,6,5,6,22,1,9170.0,8845.0,5981.0,5998.0,5980.0,9386.142857142857,8389.42857142857,7200.75,428.26371492784176,1610.7807812594285,1665.6403868026634
2022-06-06,9561,36299,8803,10831,67.44,68.25,9.3,25.0,0,Summer,20.0,80.0,0.0,0.0,0,6,6,23,0,9145.0,9196.0,5471.0,6130.0,5833.0,9429.0,8615.42857142857,7313.785714285715,377.0313868455147,1461.960944142426,1686.9848482742389
2022-06-07,8889,35624,6064,9906,68.51,69.42,7.5,20.0,0,Summer,0.0,100.0,0.0,0.0,1,7,6,23,0,9561.0,9091.0,6095.0,6411.0,6205.0,9481.142857142857,8907.57142857143,7446.928571428572,364.46738700528584,1163.4529982431136,1712.7049415854433
2022-06-08,10667,35555,17737,12552,70.77,72.85,10.4,45.0,0,Summer,20.0,40.0,0.0,40.0,2,8,6,23,0,8889.0,9544.0,6510.0,5242.0,5906.0,9452.285714285714,9107.142857142857,7542.785714285715,406.12219601398687,838.0050355221329,1715.7287050748932
2022-06-09,9669,33147,6231,11729,69.09,69.8,9.95,35.0,0,Summer,80.0,20.0,0.0,0.0,3,9,6,23,0,10667.0,10039.0,8697.0,6075.0,5649.0,9612.714285714286,9404.07142857143,7712.821428571428,615.977465574205,524.9873938832014,1782.140640698005
2022-06-10,9891,31505,7400,11905,70.57,71.83,8.9,35.0,0,Summer,40.0,40.0,0.0,20.0,4,10,6,23,0,9669.0,9818.0,9571.0,6745.0,5765.0,9559.857142857143,9473.5,7856.392857142857,588.5661754273061,487.19807218263264,1771.61571661421
2022-06-11,11391,34853,13407,13048,71.86,73.94,8.6,30.0,0,Summer,0.0,20.0,0.0,80.0,5,11,6,23,1,9891.0,9170.0,9424.0,6038.0,6192.0,9570.285714285714,9496.357142857143,8003.75,594.5190533211601,499.47597264809394,1762.789322194921
2022-06-12,10883,35546,13922,12724,72.12,74.73,8.55,30.0,0,Summer,40.0,20.0,0.0,40.0,6,12,6,23,1,11391.0,9145.0,8845.0,5981.0,5998.0,9887.57142857143,9636.857142857143,8189.428571428572,872.8113307282389,709.889683427908,1837.1292909716556
2022-06-13,9602,29511,7829,11706,69.55,70.67,10.05,35.0,0,Summer,20.0,60.0,0.0,20.0,0,13,6,24,0,10883.0,9561.0,9196.0,5471.0,6130.0,10135.857142857143,9782.42857142857,8363.892857142857,873.5695790970441,743.1959793596014,1853.1944260351688
2022-06-14,10181,30483,9492,12055,70.62,72.7,8.3,20.0,0,Summer,0.0,40.0,0.0,60.0,1,14,6,24,0,9602.0,8889.0,9091.0,6095.0,6411.0,10141.714285714286,9811.42857142857,8487.892857142857,869.1993853130297,726.2816485131966,1813.927626047873
2022-06-15,10798,33606,12097,12542,68.68,71.14,12.05,55.0,0,Summer,20.0,60.0,0.0,20.0,2,15,6,24,0,10181.0,10667.0,9544.0,6510.0,5242.0,10326.285714285714,9889.285714285714,8622.535714285714,674.1450670505169,701.0984160665341,1793.8632732518063
2022-06-16,9928,34221,8220,11116,67.65,68.86,9.45,45.0,0,Summer,20.0,80.0,0.0,0.0,3,16,6,24,0,10798.0,9669.0,10039.0,8697.0,6075.0,10345.0,9978.857142857143,8820.964285714286,686.877718374948,732.9720172162049,1711.4719781552299
2022-06-17,10361,34156,11399,12536,72.18,73.48,8.7,30.0,0,Summer,20.0,40.0,0.0,40.0,4,17,6,24,0,9928.0,9891.0,9818.0,9571.0,6745.0,10382.0,9970.92857142857,8958.57142857143,650.4019270163955,732.8717449223357,1635.7316729280817
2022-06-18,9321,33828,8147,10856,66.29,70.08,11.65,45.0,0,Summer,60.0,40.0,0.0,0.0,5,18,6,24,1,10361.0,11391.0,9170.0,9424.0,6038.0,10449.142857142857,10009.714285714286,9087.714285714286,614.5376116971598,738.5026877271569,1596.7747088739434
2022-06-19,10430,34342,9587,12114,69.06,73.09,10.45,45.0,0,Summer,60.0,40.0,0.0,0.0,6,19,6,24,1,9321.0,10883.0,9145.0,8845.0,5981.0,10153.42857142857,10020.5,9204.964285714286,583.0125376418556,726.297221422586,1480.8699765901579
2022-06-20,10095,33598,11026,12511,68.44,69.75,11.6,50.0,0,Summer,100.0,0.0,0.0,0.0,0,20,6,25,0,10430.0,9602.0,9561.0,9196.0,5471.0,10088.714285714286,10112.285714285714,9363.857142857143,508.9733831566076,687.2937372904663,1355.5127692961312
2022-06-21,10644,32775,12813,12745,72.46,74.5,8.55,30.0,0,Summer,60.0,0.0,0.0,40.0,1,21,6,25,0,10095.0,10181.0,8889.0,9091.0,6095.0,10159.142857142857,10150.42857142857,9529.0,462.3762640142622,668.9175773402434,1125.903982485975
2022-06-22,10749,32840,8323,12555,70.49,73.41,11.25,50.0,0,Summer,40.0,20.0,0.0,40.0,2,22,6,25,0,10644.0,10798.0,10667.0,9544.0,6510.0,10225.285714285714,10275.785714285714,9691.464285714286,497.78432889677686,571.7226571540717,921.7260974265898
2022-06-23,9380,33108,5888,10832,68.41,68.53,9.1,30.0,0,Summer,20.0,60.0,0.0,20.0,3,23,6,25,0,10749.0,9928.0,9669.0,10039.0,8697.0,10218.285714285714,10281.642857142857,9842.857142857143,488.6490609444382,576.439416676997,701.6790821960841
2022-06-24,10006,33535,11680,11949,70.87,72.03,9.0,35.0,0,Summer,0.0,40.0,0.0,60.0,4,24,6,25,0,9380.0,10361.0,9891.0,9818.0,9571.0,10140.0,10261.0,9867.25,578.53608357645,604.5553992557227,671.5965844331156
2022-06-25,10248,33675,12056,12097,71.08,70.79,9.5,35.0,0,Summer,60.0,40.0,0.0,0.0,5,25,6,25,1,10006.0,9321.0,11391.0,9170.0,9424.0,10089.285714285714,10269.214285714286,9882.785714285714,571.4507019523927,599.9047589244773,669.5178672770276
2022-06-26,11178,31029,12909,13349,71.37,74.74,12.45,60.0,0,Summer,20.0,20.0,0.0,60.0,6,26,6,25,1,10248.0,10430.0,10883.0,9145.0,8845.0,10221.714285714286,10187.57142857143,9912.214285714286,460.3443328225957,505.9069106049232,666.708629631717
2022-06-27,9709,30864,8649,11636,70.75,74.41,7.75,25.0,0,Summer,20.0,40.0,0.0,40.0,0,27,6,26,0,11178.0,10095.0,9602.0,9561.0,9196.0,10328.57142857143,10208.642857142857,9995.535714285714,586.3263758757519,541.959068443501,674.1356321461626
2022-06-28,10510,30184,8772,11950,71.02,72.43,8.85,30.0,0,Summer,60.0,0.0,0.0,40.0,1,28,6,26,0,9709.0,10644.0,10181.0,8889.0,9091.0,10273.42857142857,10216.285714285714,10013.857142857143,628.5830247847887,533.4333537164304,658.3884766939592
2022-06-29,5461,32195,3657,6338,61.45,63.58,5.3,0.0,1,Summer,40.0,40.0,0.0,20.0,2,29,6,26,0,10510.0,10749.0,10798.0,10667.0,9544.0,10254.285714285714,10239.785714285714,10064.535714285714,617.3569238524396,538.9774047742245,639.0506548138385
2022-06-30,5548,37319,2145,6308,61.94,63.0,4.55,0.0,1,Summer,0.0,80.0,0.0,20.0,3,30,6,26,0,5461.0,9380.0,9928.0,9669.0,10039.0,9498.857142857143,9858.57142857143,9918.714285714286,1871.8492129951237,1366.2724536425503,1077.5935074023841
2022-07-01,5774,37854,4205,6760,60.75,62.21,8.25,25.0,1,Summer,40.0,40.0,0.0,20.0,4,1,7,26,0,5548.0,10006.0,10361.0,9891.0,9818.0,8951.42857142857,9545.714285714286,9758.32142857143,2398.6216776267465,1786.1216440860198,1357.0250701461982
2022-07-02,5552,35178,2554,6408,59.36,62.13,8.7,35.0,1,Summer,20.0,80.0,0.0,0.0,5,2,7,26,1,5774.0,10248.0,9321.0,11391.0,9170.0,8346.857142857143,9218.07142857143,9613.892857142857,2612.33295660995,2029.2332187414972,1551.6794566673195
2022-07-03,6701,34287,6634,7698,61.95,64.11,9.4,35.0,1,Summer,20.0,20.0,0.0,60.0,6,3,7,26,1,5552.0,11178.0,10430.0,10883.0,9145.0,7676.0,8948.857142857143,9484.67857142857,2645.506819748033,2252.281812437641,1730.3669286229315
2022-07-04,6950,32167,5724,7834,62.61,63.96,8.2,25.0,1,Summer,20.0,20.0,0.0,60.0,0,4,7,27,0,6701.0,9709.0,10095.0,9602.0,9561.0,7036.428571428572,8682.5,9397.392857142857,2153.1178058142377,2283.92182103841,1808.034954170589
2022-07-05,5841,28430,4594,7014,59.96,62.52,10.15,45.0,1,Summer,20.0,60.0,0.0,20.0,1,5,7,27,0,6950.0,10510.0,10644.0,10181.0,8889.0,6642.285714285715,8457.857142857143,9304.142857142857,1807.0643517674214,2288.9665742474276,1865.6964683917129
2022-07-06,6479,27512,5390,7516,62.18,63.36,8.35,30.0,1,Summer,0.0,80.0,0.0,20.0,2,6,7,27,0,5841.0,5461.0,10749.0,10798.0,10667.0,5975.285714285715,8114.785714285715,9195.285714285714,600.2098839255797,2296.028885457927,1976.448814248401
2022-07-07,6788,26469,6698,7819,62.46,64.46,9.45,35.0,1,Summer,40.0,20.0,0.0,40.0,3,7,7,27,0,6479.0,5548.0,9380.0,9928.0,9669.0,6120.714285714285,7809.785714285715,9045.714285714286,577.7403437202173,2200.8231389666503,2018.959281910008
2022-07-08,6774,26217,7802,7804,63.12,62.49,8.25,25.0,1,Summer,40.0,0.0,0.0,60.0,4,8,7,27,0,6788.0,5774.0,10006.0,10361.0,9891.0,6297.857142857143,7624.642857142857,8942.82142857143,562.7780582584837,2167.3392978184484,2059.0330534207937
2022-07-09,6095,24178,7300,7485,60.87,62.05,11.35,45.0,1,Summer,40.0,60.0,0.0,0.0,5,9,7,27,1,6774.0,5552.0,10248.0,9321.0,11391.0,6440.714285714285,7393.785714285715,8831.5,533.813860905917,2063.8328114521314,2089.9000241904164
2022-07-10,6661,23678,5524,7656,62.3,63.7,8.4,30.0,1,Summer,80.0,0.0,0.0,20.0,6,10,7,27,1,6095.0,6701.0,11178.0,10430.0,10883.0,6518.285714285715,7097.142857142857,8642.357142857143,407.70238912137876,1915.134534625263,2089.330110865514
2022-07-11,6257,22940,5364,7186,60.08,61.66,10.4,40.0,1,Summer,60.0,20.0,0.0,20.0,0,11,7,28,0,6661.0,6950.0,9709.0,10095.0,9602.0,6512.571428571428,6774.5,8491.57142857143,404.98594919782244,1513.0222302500413,2073.9279859737844
2022-07-12,6271,24453,5215,7348,61.64,64.06,8.0,25.0,1,Summer,40.0,20.0,0.0,40.0,1,12,7,28,0,6257.0,5841.0,10510.0,10644.0,10181.0,6413.571428571428,6527.928571428572,8372.107142857143,362.73215882750605,1257.758168285999,2103.721892957821
2022-07-13,6716,25104,7149,7672,62.67,65.22,7.8,30.0,1,Summer,0.0,20.0,0.0,80.0,2,13,7,28,0,6271.0,6479.0,5461.0,10749.0,10798.0,6475.0,6225.142857142857,8232.464285714286,275.5364464701108,518.2094701422383,2108.9666678458057
2022-07-14,6465,25357,6208,7304,60.38,61.68,9.95,40.0,1,Summer,60.0,20.0,0.0,20.0,3,14,7,28,0,6716.0,6788.0,5548.0,9380.0,9928.0,6508.857142857143,6314.785714285715,8086.678571428572,290.2765512240326,483.2230220209222,2065.6949696583815
2022-07-15,6380,22792,6377,7261,59.18,59.8,10.7,40.0,1,Summer,20.0,60.0,0.0,20.0,4,15,7,28,0,6465.0,6774.0,5774.0,10006.0,10361.0,6462.714285714285,6380.285714285715,7963.0,262.88826161561724,430.5719681775197,2055.0088942765037
2022-07-16,6267,21708,6435,7406,61.91,63.58,9.1,30.0,1,Summer,40.0,20.0,0.0,40.0,5,16,7,28,1,6380.0,6095.0,5552.0,10248.0,9321.0,6406.428571428572,6423.571428571428,7820.821428571428,224.50973040753334,393.825950288858,2020.3788983398938
2022-07-17,6510,22013,7639,7834,61.25,62.57,9.85,40.0,1,Summer,60.0,20.0,0.0,20.0,6,17,7,28,1,6267.0,6661.0,6701.0,11178.0,10430.0,6431.0,6474.642857142857,7711.75,191.76982731052985,309.4221928153119,2018.8267150886265
2022-07-18,6005,25197,4940,6716,62.42,64.76,6.55,10.0,1,Summer,40.0,40.0,0.0,20.0,0,18,7,29,0,6510.0,6257.0,6950.0,9709.0,10095.0,6409.428571428572,6461.0,7571.75,168.68990993633818,302.81423602351373,1958.3569762166126
2022-07-19,6180,24756,5694,7024,60.95,60.69,8.95,25.0,1,Summer,40.0,60.0,0.0,0.0,1,19,7,29,0,6005.0,6271.0,5841.0,10510.0,10644.0,6373.428571428572,6393.5,7425.678571428572,224.34858081639516,290.50109227923343,1915.2396437148848
2022-07-20,6208,24316,7131,6911,60.57,62.01,8.35,25.0,1,Summer,0.0,80.0,0.0,20.0,2,20,7,29,0,6180.0,6716.0,6479.0,5461.0,10749.0,6360.428571428572,6417.714285714285,7266.25,233.71411107233308,252.5559887877744,1820.8900067457785
2022-07-21,5975,24008,5908,6806,59.37,59.89,8.75,30.0,1,Summer,40.0,60.0,0.0,0.0,3,21,7,29,0,6208.0,6465.0,6788.0,5548.0,9380.0,6287.857142857143,6398.357142857143,7104.071428571428,176.8572197862522,257.8277920041076,1697.2328662020348
2022-07-22,6660,22613,5168,7803,60.74,64.19,11.3,55.0,1,Summer,40.0,20.0,0.0,40.0,4,22,7,29,0,5975.0,6380.0,6774.0,5774.0,10006.0,6217.857142857143,6340.285714285715,6982.464285714285,191.42921108647644,254.85665007598962,1649.43383063407
2022-07-23,7466,23036,10623,8630,62.64,64.85,11.6,55.0,1,Summer,20.0,0.0,0.0,80.0,5,23,7,29,1,6660.0,6267.0,6095.0,5552.0,10248.0,6257.857142857143,6332.142857142857,6862.964285714285,250.95512784265497,241.39908136436614,1539.8344182782298
2022-07-24,5703,22170,5174,7046,58.82,59.47,11.25,50.0,1,Summer,20.0,80.0,0.0,0.0,6,24,7,29,1,7466.0,6510.0,6661.0,6701.0,11178.0,6429.142857142857,6430.071428571428,6763.607142857143,521.5401641841083,377.51117442167174,1396.4001957224598
2022-07-25,9478,23313,18666,11443,68.43,69.69,10.9,45.0,0,Summer,20.0,60.0,0.0,20.0,0,25,7,30,0,5703.0,6005.0,6257.0,6950.0,9709.0,6313.857142857143,6361.642857142857,6568.071428571428,585.9088178694607,417.17375224297473,1109.1483195267256
2022-07-26,10501,22897,18054,13772,71.97,72.48,11.25,50.0,0,Summer,0.0,20.0,0.0,80.0,1,26,7,30,0,9478.0,6180.0,6271.0,5841.0,10510.0,6810.0,6591.714285714285,6559.821428571428,1307.2259432350259,929.1068025525876,1085.5279669042072
2022-07-27,9476,24104,10559,12475,69.96,73.16,10.95,50.0,0,Summer,40.0,60.0,0.0,0.0,2,27,7,30,0,10501.0,6208.0,6716.0,6479.0,5461.0,7427.285714285715,6893.857142857143,6559.5,1862.450331712302,1390.177235913748,1084.3156401193205
2022-07-28,9709,27560,10605,12347,70.86,74.4,9.7,30.0,0,Summer,0.0,20.0,0.0,80.0,3,28,7,30,0,9476.0,5975.0,6465.0,6788.0,5548.0,7894.142857142857,7091.0,6702.892857142857,1914.732829802588,1549.5761207008177,1193.6333992474022
2022-07-29,8366,32096,5611,9962,69.96,72.88,4.3,0.0,0,Summer,20.0,80.0,0.0,0.0,4,29,7,30,0,9709.0,6660.0,6380.0,6774.0,5774.0,8427.57142857143,7322.714285714285,6851.5,1808.1291304497474,1685.3620213049726,1298.9039111382865
2022-07-30,9827,39136,7784,11425,72.59,75.47,5.25,0.0,0,Summer,20.0,40.0,0.0,40.0,5,30,7,30,1,8366.0,7466.0,6267.0,6095.0,5552.0,8671.285714285714,7464.571428571428,6944.071428571428,1637.0548467991457,1683.4898146540702,1311.570247157003
2022-07-31,10122,37311,8248,11371,73.78,75.61,4.3,0.0,0,Summer,20.0,20.0,0.0,60.0,6,31,7,30,1,9827.0,5703.0,6510.0,6661.0,6701.0,9008.57142857143,7718.857142857143,7096.75,1589.8805885079178,1755.9881661219927,1389.998124832191
2022-08-01,9543,36387,8035,11018,70.11,72.06,7.8,20.0,0,Summer,0.0,60.0,0.0,40.0,0,1,8,31,0,10122.0,9478.0,6005.0,6257.0,6950.0,9639.857142857143,7976.857142857143,7218.928571428572,669.5260583854284,1828.5616818078252,1499.9272310391161
2022-08-02,9997,34010,9371,11890,67.73,69.8,11.8,50.0,0,Summer,40.0,40.0,0.0,20.0,1,2,8,31,0,9543.0,10501.0,6180.0,6271.0,5841.0,9649.142857142857,8229.57142857143,7311.535714285715,667.3543358095418,1778.8884046066503,1561.4921752900445
2022-08-03,10465,32970,12794,12460,71.68,72.43,9.7,40.0,0,Summer,40.0,20.0,0.0,40.0,2,3,8,31,0,9997.0,9476.0,6208.0,6716.0,6479.0,9577.142857142857,8502.214285714286,7459.964285714285,581.840020558741,1732.498292976034,1613.201727463753
2022-08-04,10541,31919,10905,12061,69.99,71.89,9.15,40.0,0,Summer,20.0,40.0,0.0,40.0,3,4,8,31,0,10465.0,9709.0,5975.0,6465.0,6788.0,9718.42857142857,8806.285714285714,7602.321428571428,667.02769986031,1671.3612797574806,1697.1200890216405
2022-08-05,10100,28628,10590,11758,70.89,71.38,9.2,35.0,0,Summer,80.0,20.0,0.0,0.0,4,5,8,31,0,10541.0,8366.0,6660.0,6380.0,6774.0,9837.285714285714,9132.42857142857,7736.357142857143,735.6631281335357,1514.5122959241799,1776.75864290349
2022-08-06,10198,30567,9934,12528,73.48,74.92,8.4,25.0,0,Summer,20.0,20.0,0.0,60.0,5,6,8,31,1,10100.0,9827.0,7466.0,6267.0,6095.0,10085.0,9378.142857142857,7855.142857142857,346.8914335446213,1352.966874183325,1820.6746758090126
2022-08-07,10271,29998,11119,12199,69.32,71.48,11.1,40.0,0,Summer,60.0,40.0,0.0,0.0,6,7,8,31,1,10198.0,10122.0,5703.0,6510.0,6661.0,10138.0,9573.285714285714,8001.678571428572,328.77145050420853,1248.984105864975,1838.7874437322798
2022-08-08,9864,31807,9698,11325,69.4,69.82,10.15,40.0,0,Summer,20.0,80.0,0.0,0.0,0,8,8,32,0,10271.0,9543.0,9478.0,6005.0,6257.0,10159.285714285714,9899.57142857143,8130.607142857143,332.3666220133207,574.9058403554083,1867.6359455558395
2022-08-09,11119,31204,12163,12839,71.71,74.41,9.1,40.0,0,Summer,0.0,40.0,0.0,60.0,1,9,8,32,0,9864.0,9997.0,10501.0,6180.0,6271.0,10205.142857142857,9927.142857142857,8259.42857142857,243.40325153357352,562.2494460294934,1857.9889253062913
2022-08-10,9437,30603,10423,11145,68.72,69.89,9.35,35.0,0,Summer,20.0,60.0,0.0,20.0,2,10,8,32,0,11119.0,10465.0,9476.0,6208.0,6716.0,10365.42857142857,9971.285714285714,8432.57142857143,401.54736422277233,630.8449070122775,1891.4155081151803
