Date,Units Sold,Demand,Competitor Pricing,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny
2022-12-20,8862,10521,68.09,0,Winter,20.0,0.0,80.0,0.0
2022-12-21,10048,11402,72.7,0,Winter,40.0,0.0,20.0,40.0
2022-12-22,9479,10900,68.44,0,Winter,20.0,0.0,60.0,20.0
2022-12-23,8932,10988,69.8,0,Winter,20.0,0.0,60.0,20.0
2022-12-24,10158,12042,71.7,0,Winter,40.0,0.0,40.0,20.0
2022-12-25,9703,11384,71.51,0,Winter,20.0,0.0,40.0,40.0
2022-12-26,9956,12404,72.14,0,Winter,60.0,0.0,0.0,40.0
2022-12-27,9304,11188,70.79,0,Winter,0.0,0.0,80.0,20.0
2022-12-28,11416,12799,74.73,0,Winter,0.0,0.0,0.0,100.0
2022-12-29,8737,10778,74.43,0,Winter,40.0,0.0,0.0,60.0
2022-12-30,9192,10643,75.62,0,Winter,40.0,0.0,0.0,60.0
2022-12-31,8973,10408,72.42,0,Winter,0.0,0.0,40.0,60.0
2023-01-01,9668,11144,70.21,0,Winter,80.0,0.0,0.0,20.0
2023-01-02,10665,12563,71.35,0,Winter,40.0,0.0,0.0,60.0
2023-01-03,10070,11694,70.13,0,Winter,60.0,0.0,20.0,20.0
2023-01-04,9331,10979,71.57,0,Winter,100.0,0.0,0.0,0.0
2023-01-05,8963,10470,71.04,0,Winter,40.0,0.0,40.0,20.0
2023-01-06,9324,10816,72.04,0,Winter,20.0,0.0,60.0,20.0
2023-01-07,9540,11250,69.55,0,Winter,40.0,0.0,20.0,40.0
2023-01-08,9892,11534,70.9,0,Winter,80.0,0.0,0.0,20.0
2023-01-09,9082,10819,69.71,0,Winter,0.0,0.0,40.0,60.0
2023-01-10,10231,12228,74.04,0,Winter,40.0,0.0,0.0,60.0
2023-01-11,10022,12621,73.0,0,Winter,40.0,0.0,20.0,40.0
2023-01-12,9235,10906,70.61,0,Winter,40.0,0.0,60.0,0.0
2023-01-13,10113,11939,69.94,0,Winter,60.0,0.0,40.0,0.0
2023-01-14,9583,11555,72.13,0,Winter,60.0,0.0,0.0,40.0
2023-01-15,9309,10984,70.06,0,Winter,0.0,0.0,80.0,20.0
2023-01-16,9644,11400,73.99,0,Winter,60.0,0.0,20.0,20.0
2023-01-17,9756,11588,74.82,0,Winter,20.0,0.0,0.0,80.0
2023-01-18,10303,12118,70.84,0,Winter,80.0,0.0,20.0,0.0
2023-01-19,10117,12119,74.21,0,Winter,20.0,0.0,20.0,60.0
2023-01-20,10730,12550,72.0,0,Winter,40.0,0.0,20.0,40.0
2023-01-21,9396,11429,72.87,0,Winter,40.0,0.0,20.0,40.0
2023-01-22,10261,11543,70.8,0,Winter,20.0,0.0,20.0,60.0
2023-01-23,10122,12039,70.21,0,Winter,40.0,0.0,40.0,20.0
2023-01-24,9351,10760,70.26,0,Winter,20.0,0.0,60.0,20.0
2023-01-25,9655,11162,71.68,0,Winter,0.0,0.0,20.0,80.0
2023-01-26,9345,11234,72.78,0,Winter,20.0,0.0,20.0,60.0
2023-01-27,8473,10167,70.92,0,Winter,40.0,0.0,60.0,0.0
2023-01-28,9170,10515,70.94,0,Winter,40.0,0.0,20.0,40.0
2023-01-29,5636,6296,63.79,1,Winter,40.0,0.0,20.0,40.0
2023-01-30,5981,6812,65.54,1,Winter,20.0,0.0,20.0,60.0
2023-01-31,5583,6631,64.12,1,Winter,20.0,0.0,60.0,20.0
2023-02-01,6110,7042,63.41,1,Winter,0.0,0.0,60.0,40.0
2023-02-02,6197,7255,61.76,1,Winter,60.0,0.0,0.0,40.0
2023-02-03,6273,7150,62.02,1,Winter,40.0,0.0,40.0,20.0
2023-02-04,6829,7686,61.04,1,Winter,80.0,0.0,20.0,0.0
2023-02-05,6373,7535,62.77,1,Winter,0.0,0.0,40.0,60.0
2023-02-06,6092,7173,62.34,1,Winter,40.0,0.0,20.0,40.0
2023-02-07,5750,6427,62.29,1,Winter,60.0,0.0,40.0,0.0
2023-02-08,5575,6548,60.8,1,Winter,0.0,0.0,60.0,40.0
2023-02-09,6736,7771,62.19,1,Winter,60.0,0.0,20.0,20.0
2023-02-10,6493,7327,64.02,1,Winter,20.0,0.0,20.0,60.0
2023-02-11,5658,6371,61.82,1,Winter,0.0,0.0,60.0,40.0
2023-02-12,6121,7535,62.62,1,Winter,40.0,0.0,40.0,20.0
2023-02-13,6193,7214,60.39,1,Winter,20.0,0.0,40.0,40.0
2023-02-14,6457,7327,62.4,1,Winter,60.0,0.0,0.0,40.0
2023-02-15,6522,7141,64.01,1,Winter,20.0,0.0,20.0,60.0
2023-02-16,5862,6821,60.95,1,Winter,100.0,0.0,0.0,0.0
2023-02-17,6158,6793,60.9,1,Winter,0.0,0.0,80.0,20.0
2023-02-18,6283,6986,62.0,1,Winter,20.0,0.0,20.0,60.0
2023-02-19,6724,7818,62.81,1,Winter,0.0,0.0,40.0,60.0
2023-02-20,5991,7130,62.74,1,Winter,20.0,0.0,20.0,60.0
2023-02-21,5550,6939,61.77,1,Winter,40.0,0.0,20.0,40.0
2023-02-22,6155,7207,65.16,1,Winter,20.0,0.0,20.0,60.0
2023-02-23,6046,6987,61.15,1,Winter,20.0,0.0,60.0,20.0
2023-02-24,6675,7796,61.59,1,Winter,0.0,0.0,20.0,80.0
2023-02-25,5774,6710,60.47,1,Winter,40.0,0.0,60.0,0.0
2023-02-26,6008,6926,63.2,1,Winter,60.0,0.0,20.0,20.0
2023-02-27,6668,7805,63.66,1,Winter,40.0,0.0,0.0,60.0
2023-02-28,5974,6839,61.81,1,Winter,20.0,0.0,60.0,20.0
2023-03-01,9126,11351,69.09,0,Spring,40.0,60.0,0.0,0.0
2023-03-02,9101,11277,71.75,0,Spring,0.0,20.0,0.0,80.0
2023-03-03,9600,11564,70.36,0,Spring,40.0,20.0,0.0,40.0
2023-03-04,9086,11797,72.51,0,Spring,80.0,20.0,0.0,0.0
2023-03-05,9325,11666,73.59,0,Spring,0.0,20.0,0.0,80.0
2023-03-06,8852,10478,68.39,0,Spring,60.0,40.0,0.0,0.0
2023-03-07,9782,11947,70.97,0,Spring,40.0,0.0,0.0,60.0
2023-03-08,9243,10711,70.34,0,Spring,60.0,20.0,0.0,20.0
2023-03-09,10336,12058,70.54,0,Spring,20.0,0.0,0.0,80.0
2023-03-10,9537,11282,72.84,0,Spring,40.0,40.0,0.0,20.0
2023-03-11,8904,10604,68.85,0,Spring,20.0,60.0,0.0,20.0
2023-03-12,10536,11615,70.98,0,Spring,0.0,60.0,0.0,40.0
2023-03-13,9512,11167,71.16,0,Spring,40.0,40.0,0.0,20.0
2023-03-14,9746,11044,68.17,0,Spring,20.0,40.0,0.0,40.0
2023-03-15,11036,13236,73.6,0,Spring,60.0,0.0,0.0,40.0
2023-03-16,10821,12502,73.61,0,Spring,80.0,0.0,0.0,20.0
2023-03-17,9595,11354,69.23,0,Spring,20.0,60.0,0.0,20.0
2023-03-18,9191,11187,70.15,0,Spring,40.0,40.0,0.0,20.0
2023-03-19,9821,11237,70.05,0,Spring,0.0,60.0,0.0,40.0
2023-03-20,9108,10586,71.29,0,Spring,20.0,60.0,0.0,20.0
2023-03-21,9093,11150,70.52,0,Spring,80.0,20.0,0.0,0.0
2023-03-22,10388,12130,72.21,0,Spring,20.0,40.0,0.0,40.0
2023-03-23,9697,11838,70.82,0,Spring,80.0,20.0,0.0,0.0
2023-03-24,10432,11829,73.68,0,Spring,40.0,0.0,0.0,60.0
2023-03-25,10234,12617,75.0,0,Spring,0.0,0.0,0.0,100.0
2023-03-26,8583,10121,69.32,0,Spring,0.0,80.0,0.0,20.0
2023-03-27,9253,10578,71.37,0,Spring,60.0,40.0,0.0,0.0
2023-03-28,9280,11054,69.23,0,Spring,80.0,20.0,0.0,0.0
2023-03-29,9227,10392,71.25,0,Spring,80.0,20.0,0.0,0.0
2023-03-30,8625,10237,72.35,0,Spring,60.0,20.0,0.0,20.0
2023-03-31,9421,10624,73.69,0,Spring,60.0,20.0,0.0,20.0
2023-04-01,9329,10782,71.22,0,Spring,40.0,40.0,0.0,20.0
2023-04-02,9612,11156,70.79,0,Spring,60.0,20.0,0.0,20.0
2023-04-03,8918,10259,68.97,0,Spring,20.0,60.0,0.0,20.0
2023-04-04,8631,10550,71.2,0,Spring,40.0,40.0,0.0,20.0
2023-04-05,9243,10921,70.52,0,Spring,100.0,0.0,0.0,0.0
2023-04-06,9243,10967,69.63,0,Spring,60.0,40.0,0.0,0.0
2023-04-07,9577,11499,68.22,0,Spring,100.0,0.0,0.0,0.0
2023-04-08,9558,11171,70.16,0,Spring,20.0,40.0,0.0,40.0
2023-04-09,9419,11717,71.38,0,Spring,40.0,20.0,0.0,40.0
2023-04-10,10251,11778,72.09,0,Spring,60.0,0.0,0.0,40.0
2023-04-11,9241,10841,68.6,0,Spring,20.0,80.0,0.0,0.0
2023-04-12,5507,6464,60.42,1,Spring,20.0,60.0,0.0,20.0
2023-04-13,6219,7000,63.86,1,Spring,60.0,0.0,0.0,40.0
2023-04-14,5466,6414,60.98,1,Spring,20.0,60.0,0.0,20.0
2023-04-15,6159,6928,61.06,1,Spring,0.0,100.0,0.0,0.0
2023-04-16,6321,7318,61.62,1,Spring,0.0,20.0,0.0,80.0
2023-04-17,6153,6950,61.09,1,Spring,20.0,40.0,0.0,40.0
2023-04-18,5466,6537,62.15,1,Spring,0.0,60.0,0.0,40.0
2023-04-19,5760,6641,60.86,1,Spring,20.0,60.0,0.0,20.0
2023-04-20,6360,7511,62.42,1,Spring,40.0,0.0,0.0,60.0
2023-04-21,6143,6811,61.04,1,Spring,20.0,60.0,0.0,20.0
2023-04-22,5527,6379,62.46,1,Spring,60.0,0.0,0.0,40.0
2023-04-23,6931,8104,61.82,1,Spring,60.0,0.0,0.0,40.0
2023-04-24,6240,6891,60.14,1,Spring,0.0,80.0,0.0,20.0
2023-04-25,6227,7164,61.77,1,Spring,40.0,40.0,0.0,20.0
2023-04-26,6135,7127,62.75,1,Spring,40.0,40.0,0.0,20.0
2023-04-27,5399,6442,59.84,1,Spring,60.0,20.0,0.0,20.0
2023-04-28,5768,6430,62.69,1,Spring,40.0,60.0,0.0,0.0
2023-04-29,5917,6562,63.67,1,Spring,80.0,20.0,0.0,0.0
2023-04-30,5446,6510,63.72,1,Spring,40.0,20.0,0.0,40.0
2023-05-01,5932,6897,62.2,1,Spring,0.0,40.0,0.0,60.0
2023-05-02,6703,7779,62.76,1,Spring,20.0,0.0,0.0,80.0
2023-05-03,5336,6196,60.25,1,Spring,0.0,80.0,0.0,20.0
2023-05-04,6385,7448,62.52,1,Spring,40.0,20.0,0.0,40.0
2023-05-05,5859,6834,61.16,1,Spring,80.0,20.0,0.0,0.0
2023-05-06,6329,7347,64.07,1,Spring,60.0,0.0,0.0,40.0
2023-05-07,6416,7352,60.19,1,Spring,0.0,60.0,0.0,40.0
2023-05-08,6477,7460,62.11,1,Spring,60.0,0.0,0.0,40.0
2023-05-09,5585,6547,62.3,1,Spring,40.0,40.0,0.0,20.0
2023-05-10,5965,6992,61.56,1,Spring,40.0,20.0,0.0,40.0
2023-05-11,6256,7328,60.48,1,Spring,20.0,60.0,0.0,20.0
2023-05-12,6055,6926,61.42,1,Spring,40.0,40.0,0.0,20.0
2023-05-13,8890,10898,70.92,0,Spring,60.0,20.0,0.0,20.0
2023-05-14,8947,11043,71.18,0,Spring,40.0,40.0,0.0,20.0
2023-05-15,9205,11234,72.05,0,Spring,20.0,0.0,0.0,80.0
2023-05-16,9957,12759,74.87,0,Spring,20.0,20.0,0.0,60.0
2023-05-17,10185,11778,72.03,0,Spring,40.0,0.0,0.0,60.0
2023-05-18,10170,12062,70.47,0,Spring,40.0,20.0,0.0,40.0
2023-05-19,10065,11434,68.87,0,Spring,40.0,60.0,0.0,0.0
2023-05-20,8643,10410,70.54,0,Spring,80.0,20.0,0.0,0.0
2023-05-21,10317,11872,71.21,0,Spring,60.0,0.0,0.0,40.0
2023-05-22,9431,11291,70.71,0,Spring,40.0,40.0,0.0,20.0
2023-05-23,9014,10293,71.27,0,Spring,0.0,60.0,0.0,40.0
2023-05-24,9599,11554,74.97,0,Spring,40.0,20.0,0.0,40.0
2023-05-25,9537,10898,71.27,0,Spring,0.0,60.0,0.0,40.0
2023-05-26,10167,12405,72.39,0,Spring,40.0,0.0,0.0,60.0
2023-05-27,9190,10634,69.71,0,Spring,0.0,80.0,0.0,20.0
2023-05-28,9434,11269,68.53,0,Spring,60.0,40.0,0.0,0.0
2023-05-29,9153,10782,75.36,0,Spring,40.0,0.0,0.0,60.0
2023-05-30,8615,9633,70.82,0,Spring,40.0,20.0,0.0,40.0
2023-05-31,8743,9964,71.22,0,Spring,20.0,60.0,0.0,20.0
2023-06-01,8885,11157,70.51,0,Summer,20.0,60.0,0.0,20.0
2023-06-02,9332,11231,72.56,0,Summer,0.0,40.0,0.0,60.0
2023-06-03,9946,11726,70.27,0,Summer,20.0,60.0,0.0,20.0
2023-06-04,10486,12271,73.01,0,Summer,0.0,40.0,0.0,60.0
2023-06-05,10307,12687,73.69,0,Summer,60.0,20.0,0.0,20.0
2023-06-06,10374,12371,70.62,0,Summer,20.0,40.0,0.0,40.0
2023-06-07,11159,13203,73.8,0,Summer,40.0,20.0,0.0,40.0
2023-06-08,9359,11171,70.81,0,Summer,60.0,20.0,0.0,20.0
2023-06-09,9995,12093,72.56,0,Summer,20.0,20.0,0.0,60.0
2023-06-10,9650,11609,73.96,0,Summer,20.0,60.0,0.0,20.0
2023-06-11,11679,13773,73.29,0,Summer,40.0,0.0,0.0,60.0
2023-06-12,9836,11224,71.38,0,Summer,40.0,40.0,0.0,20.0
2023-06-13,9958,11918,73.04,0,Summer,40.0,20.0,0.0,40.0
2023-06-14,10086,11247,72.24,0,Summer,0.0,40.0,0.0,60.0
2023-06-15,9747,11784,72.12,0,Summer,80.0,0.0,0.0,20.0
2023-06-16,11032,12769,72.95,0,Summer,40.0,20.0,0.0,40.0
2023-06-17,9533,11061,72.53,0,Summer,20.0,60.0,0.0,20.0
2023-06-18,9528,11366,71.5,0,Summer,40.0,60.0,0.0,0.0
2023-06-19,10897,12444,73.48,0,Summer,20.0,0.0,0.0,80.0
2023-06-20,11468,13684,72.92,0,Summer,20.0,0.0,0.0,80.0
2023-06-21,9767,11510,71.86,0,Summer,40.0,60.0,0.0,0.0
2023-06-22,9905,11918,73.1,0,Summer,60.0,0.0,0.0,40.0
2023-06-23,10480,12324,72.88,0,Summer,40.0,60.0,0.0,0.0
2023-06-24,9435,10663,69.4,0,Summer,40.0,60.0,0.0,0.0
2023-06-25,10434,12401,70.26,0,Summer,20.0,60.0,0.0,20.0
2023-06-26,10336,12238,71.19,0,Summer,0.0,60.0,0.0,40.0
2023-06-27,9743,11298,71.28,0,Summer,20.0,40.0,0.0,40.0
2023-06-28,10241,12495,71.28,0,Summer,20.0,40.0,0.0,40.0
2023-06-29,10422,11717,75.36,0,Summer,20.0,0.0,0.0,80.0
2023-06-30,8990,10998,74.79,0,Summer,20.0,60.0,0.0,20.0
2023-07-01,8967,10172,71.33,0,Summer,20.0,80.0,0.0,0.0
2023-07-02,10956,13127,75.03,0,Summer,40.0,0.0,0.0,60.0
2023-07-03,11012,13452,75.92,0,Summer,20.0,0.0,0.0,80.0
2023-07-04,10892,12867,73.26,0,Summer,100.0,0.0,0.0,0.0
2023-07-05,9830,11835,73.51,0,Summer,80.0,20.0,0.0,0.0
2023-07-06,9522,11551,68.82,0,Summer,0.0,100.0,0.0,0.0
2023-07-07,9705,11190,70.51,0,Summer,60.0,40.0,0.0,0.0
2023-07-08,11858,14093,75.72,0,Summer,20.0,0.0,0.0,80.0
2023-07-09,10117,11975,71.9,0,Summer,40.0,20.0,0.0,40.0
2023-07-10,9972,12040,73.6,0,Summer,60.0,20.0,0.0,20.0
2023-07-11,9682,11555,72.7,0,Summer,20.0,60.0,0.0,20.0
2023-07-12,10385,11699,72.97,0,Summer,40.0,20.0,0.0,40.0
2023-07-13,10191,11933,72.53,0,Summer,40.0,40.0,0.0,20.0
2023-07-14,10101,11494,71.7,0,Summer,60.0,40.0,0.0,0.0
2023-07-15,9346,11275,69.92,0,Summer,0.0,80.0,0.0,20.0
2023-07-16,9750,12025,73.06,0,Summer,20.0,60.0,0.0,20.0
2023-07-17,11093,13144,75.36,0,Summer,40.0,20.0,0.0,40.0
2023-07-18,9541,11005,70.36,0,Summer,20.0,60.0,0.0,20.0
2023-07-19,10093,11813,70.05,0,Summer,20.0,60.0,0.0,20.0
2023-07-20,9463,11036,71.01,0,Summer,20.0,80.0,0.0,0.0
2023-07-21,9884,11206,72.85,0,Summer,0.0,60.0,0.0,40.0
2023-07-22,10032,12101,70.16,0,Summer,40.0,40.0,0.0,20.0
2023-07-23,10260,11588,71.01,0,Summer,60.0,20.0,0.0,20.0
2023-07-24,9637,11439,71.33,0,Summer,0.0,80.0,0.0,20.0
2023-07-25,10405,11908,73.59,0,Summer,0.0,60.0,0.0,40.0
2023-07-26,11188,13411,76.29,0,Summer,60.0,0.0,0.0,40.0
2023-07-27,10109,12255,71.16,0,Summer,80.0,20.0,0.0,0.0
2023-07-28,11134,13706,74.55,0,Summer,40.0,20.0,0.0,40.0
2023-07-29,9281,11242,73.62,0,Summer,60.0,20.0,0.0,20.0
2023-07-30,10254,11419,74.48,0,Summer,20.0,20.0,0.0,60.0
2023-07-31,8735,10390,72.45,0,Summer,0.0,80.0,0.0,20.0
2023-08-01,10910,12992,71.54,0,Summer,40.0,20.0,0.0,40.0
2023-08-02,10824,13062,74.06,0,Summer,80.0,0.0,0.0,20.0
2023-08-03,10446,12267,72.39,0,Summer,20.0,60.0,0.0,20.0
2023-08-04,9793,11857,72.09,0,Summer,40.0,20.0,0.0,40.0
2023-08-05,10339,12217,72.26,0,Summer,60.0,20.0,0.0,20.0
2023-08-06,10220,12370,72.43,0,Summer,80.0,20.0,0.0,0.0
2023-08-07,9164,11004,72.75,0,Summer,80.0,0.0,0.0,20.0
2023-08-08,11164,13073,72.38,0,Summer,80.0,0.0,0.0,20.0
2023-08-09,10456,12102,72.12,0,Summer,40.0,20.0,0.0,40.0
2023-08-10,11856,13936,74.95,0,Summer,60.0,0.0,0.0,40.0
2023-08-11,10770,12998,73.02,0,Summer,40.0,20.0,0.0,40.0
2023-08-12,9809,11614,73.04,0,Summer,0.0,60.0,0.0,40.0
2023-08-13,10003,11547,70.91,0,Summer,20.0,40.0,0.0,40.0
2023-08-14,9925,11887,73.07,0,Summer,0.0,60.0,0.0,40.0
2023-08-15,10561,12220,75.62,0,Summer,0.0,0.0,0.0,100.0
2023-08-16,10356,12474,73.53,0,Summer,40.0,40.0,0.0,20.0
2023-08-17,10352,12113,72.09,0,Summer,60.0,20.0,0.0,20.0
2023-08-18,10447,11682,69.95,0,Summer,60.0,20.0,0.0,20.0
2023-08-19,9694,11596,72.4,0,Summer,60.0,20.0,0.0,20.0
2023-08-20,9980,12130,71.59,0,Summer,60.0,40.0,0.0,0.0
2023-08-21,9783,11657,69.35,0,Summer,40.0,40.0,0.0,20.0
2023-08-22,10477,12319,73.24,0,Summer,60.0,20.0,0.0,20.0
2023-08-23,10046,11849,71.96,0,Summer,20.0,60.0,0.0,20.0
2023-08-24,10042,11440,71.05,0,Summer,80.0,0.0,0.0,20.0
2023-08-25,9899,10902,70.01,0,Summer,20.0,60.0,0.0,20.0
2023-08-26,9740,11727,70.57,0,Summer,20.0,40.0,0.0,40.0
2023-08-27,10778,13136,74.66,0,Summer,20.0,20.0,0.0,60.0
2023-08-28,9533,11091,72.42,0,Summer,40.0,60.0,0.0,0.0
2023-08-29,9122,10332,71.7,0,Summer,40.0,60.0,0.0,0.0
2023-08-30,10322,12047,74.44,0,Summer,40.0,0.0,0.0,60.0
2023-08-31,9051,10703,74.41,0,Summer,40.0,40.0,0.0,20.0
2023-09-01,9532,11096,71.36,0,Autumn,60.0,0.0,0.0,40.0
2023-09-02,8417,9745,67.34,0,Autumn,0.0,60.0,20.0,20.0
2023-09-03,9007,11039,71.71,0,Autumn,40.0,20.0,40.0,0.0
2023-09-04,9009,10748,70.57,0,Autumn,40.0,40.0,0.0,20.0
2023-09-05,10209,12272,72.86,0,Autumn,20.0,0.0,0.0,80.0
2023-09-06,9316,10843,69.74,0,Autumn,20.0,0.0,40.0,40.0
2023-09-07,9192,10580,69.33,0,Autumn,20.0,80.0,0.0,0.0
2023-09-08,8960,9754,68.83,0,Autumn,0.0,60.0,20.0,20.0
2023-09-09,9126,10666,69.57,0,Autumn,20.0,60.0,0.0,20.0
2023-09-10,9407,10707,69.31,0,Autumn,40.0,40.0,20.0,0.0
2023-09-11,10243,11462,71.4,0,Autumn,20.0,20.0,0.0,60.0
2023-09-12,8738,10163,69.6,0,Autumn,60.0,40.0,0.0,0.0
2023-09-13,8985,11136,70.89,0,Autumn,0.0,40.0,40.0,20.0
2023-09-14,9470,10798,71.1,0,Autumn,20.0,20.0,0.0,60.0
2023-09-15,9386,10891,68.68,0,Autumn,80.0,20.0,0.0,0.0
2023-09-16,8957,10179,68.81,0,Autumn,0.0,60.0,20.0,20.0
2023-09-17,9660,10944,72.2,0,Autumn,100.0,0.0,0.0,0.0
2023-09-18,9173,10400,69.04,0,Autumn,20.0,80.0,0.0,0.0
2023-09-19,9438,10923,71.69,0,Autumn,40.0,20.0,20.0,20.0
2023-09-20,8596,10327,70.79,0,Autumn,0.0,40.0,20.0,40.0
2023-09-21,8888,10494,71.01,0,Autumn,20.0,40.0,0.0,40.0
2023-09-22,9732,11195,69.05,0,Autumn,20.0,20.0,40.0,20.0
2023-09-23,10911,11964,73.51,0,Autumn,40.0,0.0,0.0,60.0
2023-09-24,8479,10261,68.4,0,Autumn,0.0,40.0,40.0,20.0
2023-09-25,9386,10739,71.79,0,Autumn,20.0,0.0,40.0,40.0
2023-09-26,8860,10070,69.95,0,Autumn,60.0,20.0,20.0,0.0
2023-09-27,9144,10686,69.08,0,Autumn,40.0,20.0,40.0,0.0
2023-09-28,9341,10866,70.0,0,Autumn,40.0,20.0,20.0,20.0
2023-09-29,8721,10336,71.13,0,Autumn,40.0,20.0,0.0,40.0
2023-09-30,7723,9041,71.95,0,Autumn,0.0,20.0,60.0,20.0
2023-10-01,9429,10647,70.32,0,Autumn,0.0,60.0,0.0,40.0
2023-10-02,10394,12369,71.95,0,Autumn,20.0,20.0,0.0,60.0
2023-10-03,8685,9897,69.56,0,Autumn,40.0,40.0,20.0,0.0
2023-10-04,9141,10547,71.08,0,Autumn,60.0,40.0,0.0,0.0
2023-10-05,9259,10346,71.48,0,Autumn,0.0,0.0,60.0,40.0
2023-10-06,9354,10798,71.11,0,Autumn,60.0,20.0,0.0,20.0
2023-10-07,5501,6534,60.63,1,Autumn,0.0,80.0,20.0,0.0
2023-10-08,6050,7036,60.8,1,Autumn,40.0,40.0,0.0,20.0
2023-10-09,6131,6819,60.34,1,Autumn,60.0,20.0,0.0,20.0
2023-10-10,5614,6423,62.71,1,Autumn,40.0,40.0,20.0,0.0
2023-10-11,5770,6792,62.14,1,Autumn,0.0,40.0,20.0,40.0
2023-10-12,6613,7446,62.39,1,Autumn,20.0,60.0,0.0,20.0
2023-10-13,5858,6855,60.35,1,Autumn,20.0,20.0,40.0,20.0
2023-10-14,5805,6704,61.68,1,Autumn,0.0,80.0,0.0,20.0
2023-10-15,5847,6942,63.92,1,Autumn,40.0,40.0,0.0,20.0
2023-10-16,5509,6348,63.35,1,Autumn,40.0,40.0,20.0,0.0
2023-10-17,6904,7726,61.96,1,Autumn,40.0,0.0,20.0,40.0
2023-10-18,5991,6990,60.14,1,Autumn,40.0,40.0,20.0,0.0
2023-10-19,6461,7256,60.32,1,Autumn,0.0,20.0,40.0,40.0
2023-10-20,5932,6584,62.04,1,Autumn,0.0,0.0,60.0,40.0
2023-10-21,6096,7074,61.75,1,Autumn,40.0,0.0,20.0,40.0
2023-10-22,5854,6491,60.45,1,Autumn,40.0,0.0,40.0,20.0
2023-10-23,6466,7341,62.06,1,Autumn,40.0,0.0,40.0,20.0
2023-10-24,5117,5859,60.63,1,Autumn,0.0,0.0,80.0,20.0
2023-10-25,9648,11583,71.69,0,Autumn,60.0,0.0,20.0,20.0
2023-10-26,8793,11402,69.24,0,Autumn,60.0,0.0,0.0,40.0
2023-10-27,8842,10899,71.58,0,Autumn,20.0,0.0,0.0,80.0
2023-10-28,9825,12170,72.33,0,Autumn,0.0,0.0,40.0,60.0
2023-10-29,8376,9843,70.24,0,Autumn,40.0,0.0,20.0,40.0
2023-10-30,8096,9452,70.34,0,Autumn,40.0,40.0,20.0,0.0
2023-10-31,7913,9417,72.47,0,Autumn,0.0,60.0,0.0,40.0
2023-11-01,9548,11037,70.42,0,Autumn,20.0,80.0,0.0,0.0
2023-11-02,10028,11849,71.65,0,Autumn,20.0,0.0,0.0,80.0
2023-11-03,9426,10628,68.68,0,Autumn,40.0,60.0,0.0,0.0
2023-11-04,9049,10763,67.78,0,Autumn,20.0,0.0,60.0,20.0
2023-11-05,9015,10618,69.59,0,Autumn,40.0,0.0,60.0,0.0
2023-11-06,8009,9587,69.09,0,Autumn,0.0,20.0,80.0,0.0
2023-11-07,9219,10765,72.19,0,Autumn,20.0,0.0,40.0,40.0
2023-11-08,9449,11283,69.1,0,Autumn,20.0,0.0,40.0,40.0
2023-11-09,9277,10701,68.44,0,Autumn,20.0,60.0,20.0,0.0
2023-11-10,9052,10396,69.4,0,Autumn,20.0,60.0,0.0,20.0
2023-11-11,9641,11353,71.92,0,Autumn,0.0,40.0,20.0,40.0
2023-11-12,9460,11309,69.67,0,Autumn,20.0,40.0,0.0,40.0
2023-11-13,9078,10543,68.82,0,Autumn,40.0,0.0,40.0,20.0
2023-11-14,9093,10239,70.0,0,Autumn,20.0,40.0,40.0,0.0
2023-11-15,9512,11353,70.56,0,Autumn,0.0,20.0,40.0,40.0
2023-11-16,8987,10298,71.93,0,Autumn,80.0,0.0,20.0,0.0
2023-11-17,8605,9934,68.86,0,Autumn,20.0,0.0,60.0,20.0
2023-11-18,9714,11587,69.9,0,Autumn,0.0,0.0,40.0,60.0
2023-11-19,9362,11272,71.17,0,Autumn,40.0,0.0,0.0,60.0
2023-11-20,8715,9817,67.23,0,Autumn,20.0,80.0,0.0,0.0
2023-11-21,9086,10578,68.44,0,Autumn,20.0,20.0,20.0,40.0
2023-11-22,9483,11307,70.9,0,Autumn,40.0,0.0,20.0,40.0
2023-11-23,9376,11080,70.14,0,Autumn,40.0,60.0,0.0,0.0
2023-11-24,8838,10316,69.16,0,Autumn,80.0,0.0,20.0,0.0
2023-11-25,8591,10158,69.73,0,Autumn,0.0,40.0,60.0,0.0
2023-11-26,9044,10354,67.7,0,Autumn,0.0,20.0,40.0,40.0
2023-11-27,9540,11318,72.36,0,Autumn,20.0,20.0,0.0,60.0
2023-11-28,8404,9905,70.28,0,Autumn,20.0,60.0,20.0,0.0
2023-11-29,9197,10610,74.25,0,Autumn,0.0,20.0,0.0,80.0
2023-11-30,8776,9890,72.18,0,Autumn,60.0,40.0,0.0,0.0
2023-12-01,9466,11626,70.72,0,Winter,40.0,0.0,20.0,40.0
2023-12-02,10362,11816,71.88,0,Winter,80.0,0.0,20.0,0.0
2023-12-03,9483,11143,71.04,0,Winter,40.0,0.0,40.0,20.0
2023-12-04,9687,11150,70.99,0,Winter,40.0,0.0,20.0,40.0
2023-12-05,9129,10942,71.62,0,Winter,40.0,0.0,20.0,40.0
2023-12-06,11327,12701,72.14,0,Winter,0.0,0.0,0.0,100.0
2023-12-07,9915,11461,72.62,0,Winter,60.0,0.0,0.0,40.0
2023-12-08,9430,10967,72.02,0,Winter,60.0,0.0,40.0,0.0
