Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny
2022-08-31,9631,31523,8207,10906,72.33,74.1,4.5,0.0,0,Summer,40.0,40.0,0.0,20.0
2022-09-01,9577,32386,11494,11246,67.29,67.35,12.55,55.0,0,Autumn,20.0,40.0,20.0,20.0
2022-09-02,9962,30418,11963,11928,71.59,72.89,8.4,35.0,0,Autumn,0.0,0.0,20.0,80.0
2022-09-03,10090,29438,8288,11810,70.42,73.34,8.05,25.0,0,Autumn,0.0,20.0,20.0,60.0
2022-09-04,9907,31110,12715,12040,69.7,70.71,10.7,45.0,0,Autumn,60.0,0.0,20.0,20.0
2022-09-05,9434,32837,6228,10762,68.92,68.32,9.15,30.0,0,Autumn,20.0,0.0,60.0,20.0
2022-09-06,9725,31198,11429,11273,68.65,70.98,9.95,40.0,0,Autumn,0.0,0.0,40.0,60.0
2022-09-07,8756,29878,7165,10577,68.88,70.53,8.65,25.0,0,Autumn,20.0,20.0,20.0,40.0
2022-09-08,9002,34725,8762,10650,67.3,69.54,10.15,40.0,0,Autumn,40.0,0.0,40.0,20.0
2022-09-09,9624,32604,10348,10980,66.58,68.01,11.8,50.0,0,Autumn,60.0,0.0,20.0,20.0
2022-09-10,8596,30799,7171,9945,68.08,70.82,6.9,15.0,0,Autumn,0.0,20.0,40.0,40.0
2022-09-11,9813,30710,10205,11279,69.84,72.32,9.65,40.0,0,Autumn,80.0,0.0,0.0,20.0
2022-09-12,8536,32076,8174,9804,68.56,69.62,6.15,15.0,0,Autumn,20.0,20.0,60.0,0.0
2022-09-13,9033,31046,7581,10275,68.75,68.83,7.9,25.0,0,Autumn,0.0,60.0,20.0,20.0
2022-09-14,8821,30972,9386,10313,66.78,68.37,11.1,45.0,0,Autumn,20.0,60.0,20.0,0.0
2022-09-15,10164,29762,10489,12000,71.77,73.11,9.45,40.0,0,Autumn,40.0,0.0,0.0,60.0
2022-09-16,9394,31162,9461,10783,68.93,69.86,9.95,40.0,0,Autumn,0.0,0.0,60.0,40.0
2022-09-17,9744,32244,7619,11014,69.0,71.23,10.25,40.0,0,Autumn,80.0,20.0,0.0,0.0
2022-09-18,9200,29332,10260,10849,66.75,69.27,11.1,45.0,0,Autumn,20.0,60.0,0.0,20.0
2022-09-19,9113,28063,8546,10898,68.69,70.2,10.15,45.0,0,Autumn,0.0,20.0,20.0,60.0
2022-09-20,8461,28979,7437,9832,68.73,70.73,7.55,20.0,0,Autumn,0.0,40.0,0.0,60.0
2022-09-21,8738,27625,8106,9975,66.28,68.81,10.9,55.0,0,Autumn,0.0,80.0,0.0,20.0
2022-09-22,8432,29596,9735,10230,66.66,68.97,10.0,45.0,0,Autumn,0.0,40.0,60.0,0.0
2022-09-23,9947,29360,11447,11271,70.48,72.8,7.75,25.0,0,Autumn,20.0,20.0,0.0,60.0
2022-09-24,9352,28057,10388,11592,71.47,72.88,7.8,20.0,0,Autumn,0.0,0.0,0.0,100.0
2022-09-25,8490,28161,6256,9804,66.5,67.22,9.15,30.0,0,Autumn,20.0,20.0,60.0,0.0
2022-09-26,10579,30427,16820,12493,69.99,72.6,10.1,35.0,0,Autumn,0.0,40.0,0.0,60.0
2022-09-27,9177,27546,8773,10739,68.45,70.87,8.25,30.0,0,Autumn,40.0,0.0,20.0,40.0
2022-09-28,8564,28938,6405,10042,65.57,66.17,10.9,45.0,0,Autumn,20.0,80.0,0.0,0.0
2022-09-29,8676,33555,7395,10272,70.36,73.64,5.1,0.0,0,Autumn,40.0,40.0,0.0,20.0
2022-09-30,8244,34590,7314,9588,68.18,70.17,5.05,0.0,0,Autumn,40.0,60.0,0.0,0.0
2022-10-01,8277,33611,5925,9611,66.86,68.81,7.4,25.0,0,Autumn,0.0,60.0,40.0,0.0
2022-10-02,9981,32935,13127,11151,69.38,72.37,8.75,35.0,0,Autumn,0.0,40.0,0.0,60.0
2022-10-03,8834,29678,7693,10409,68.8,69.89,7.7,20.0,0,Autumn,0.0,0.0,80.0,20.0
2022-10-04,8915,29565,9997,10527,69.2,70.32,7.25,20.0,0,Autumn,20.0,40.0,20.0,20.0
2022-10-05,8938,28621,9743,10731,67.32,69.34,10.1,40.0,0,Autumn,0.0,60.0,20.0,20.0
2022-10-06,9008,31790,9119,10895,68.69,71.24,9.8,35.0,0,Autumn,20.0,0.0,60.0,20.0
2022-10-07,9754,31621,9693,11126,67.58,68.89,11.3,45.0,0,Autumn,0.0,20.0,40.0,40.0
2022-10-08,9651,30484,9194,11192,69.33,70.33,9.35,35.0,0,Autumn,0.0,40.0,20.0,40.0
2022-10-09,9270,30921,9859,10557,66.72,68.34,10.6,40.0,0,Autumn,60.0,0.0,20.0,20.0
2022-10-10,9250,31703,9620,10899,68.78,70.62,9.3,35.0,0,Autumn,20.0,40.0,20.0,20.0
2022-10-11,9900,30816,8325,11312,69.59,71.54,9.65,40.0,0,Autumn,0.0,40.0,20.0,40.0
2022-10-12,9870,30578,8792,11240,70.76,73.14,8.35,30.0,0,Autumn,0.0,40.0,0.0,60.0
2022-10-13,9117,30542,7658,11374,68.79,70.83,10.85,45.0,0,Autumn,80.0,20.0,0.0,0.0
2022-10-14,8888,31614,8636,10431,67.58,69.82,10.7,45.0,0,Autumn,0.0,60.0,40.0,0.0
2022-10-15,10134,29764,15959,12403,70.59,72.63,10.15,45.0,0,Autumn,0.0,20.0,0.0,80.0
2022-10-16,9306,29246,6483,10816,68.76,70.32,8.6,30.0,0,Autumn,40.0,0.0,40.0,20.0
2022-10-17,8123,28475,5603,10329,67.03,68.54,9.65,35.0,0,Autumn,40.0,20.0,40.0,0.0
2022-10-18,8802,29322,9466,10505,66.08,67.97,11.25,45.0,0,Autumn,0.0,20.0,60.0,20.0
2022-10-19,8806,33012,6700,10126,66.56,68.48,11.25,45.0,0,Autumn,0.0,60.0,20.0,20.0
2022-10-20,8004,30831,6399,9347,67.0,68.99,7.1,20.0,0,Autumn,20.0,40.0,40.0,0.0
2022-10-21,8799,29794,9360,10199,67.13,68.89,9.3,35.0,0,Autumn,40.0,40.0,20.0,0.0
2022-10-22,9426,28086,11501,10937,68.62,70.01,9.7,40.0,0,Autumn,60.0,40.0,0.0,0.0
2022-10-23,9894,26572,10622,11246,70.9,72.04,8.45,25.0,0,Autumn,20.0,40.0,0.0,40.0
2022-10-24,9490,24831,10843,11353,68.53,72.67,10.55,45.0,0,Autumn,40.0,0.0,0.0,60.0
2022-10-25,7939,27444,4137,9322,66.17,70.72,7.35,15.0,0,Autumn,20.0,60.0,0.0,20.0
2022-10-26,7565,28945,6956,9381,65.71,67.73,8.3,30.0,0,Autumn,0.0,40.0,60.0,0.0
2022-10-27,9343,30226,12678,10819,66.86,70.46,10.5,45.0,0,Autumn,60.0,40.0,0.0,0.0
2022-10-28,9848,27979,13746,11954,69.01,70.03,12.1,55.0,0,Autumn,0.0,60.0,0.0,40.0
2022-10-29,8344,26888,7168,10192,70.13,70.14,5.25,0.0,0,Autumn,0.0,20.0,20.0,60.0
2022-10-30,8403,30250,4981,9779,69.61,69.81,5.95,0.0,0,Autumn,40.0,0.0,60.0,0.0
2022-10-31,8348,32115,6012,9702,69.8,70.96,4.7,0.0,0,Autumn,20.0,0.0,60.0,20.0
2022-11-01,9586,31413,10436,11112,68.91,69.16,10.3,40.0,0,Autumn,40.0,20.0,20.0,20.0
2022-11-02,9480,29697,10554,11091,69.3,69.19,9.95,40.0,0,Autumn,0.0,20.0,40.0,40.0
2022-11-03,8031,25407,8021,9503,67.92,69.63,6.95,15.0,0,Autumn,0.0,20.0,80.0,0.0
2022-11-04,9596,27998,12195,11012,69.9,73.24,8.05,25.0,0,Autumn,40.0,20.0,0.0,40.0
2022-11-05,10027,28929,12638,11890,70.04,72.44,9.3,40.0,0,Autumn,40.0,0.0,20.0,40.0
2022-11-06,8971,26712,9073,10953,68.44,69.51,10.3,45.0,0,Autumn,20.0,40.0,20.0,20.0
2022-11-07,9522,28866,9063,11070,68.13,70.56,10.95,50.0,0,Autumn,20.0,0.0,60.0,20.0
2022-11-08,9237,31467,9260,10671,68.53,71.46,8.25,30.0,0,Autumn,40.0,20.0,20.0,20.0
2022-11-09,9332,32435,8130,11012,69.98,71.94,9.35,40.0,0,Autumn,0.0,40.0,20.0,40.0
2022-11-10,9415,32638,10701,11157,67.79,69.87,10.55,40.0,0,Autumn,0.0,40.0,0.0,60.0
2022-11-11,8509,32860,5959,9777,66.93,69.67,8.5,30.0,0,Autumn,20.0,40.0,40.0,0.0
2022-11-12,10448,32222,15251,12531,68.83,69.82,12.2,60.0,0,Autumn,40.0,20.0,0.0,40.0
2022-11-13,9331,32915,7381,10892,68.76,70.04,9.85,35.0,0,Autumn,20.0,40.0,20.0,20.0
2022-11-14,8599,30060,8246,10350,68.95,70.25,8.15,25.0,0,Autumn,0.0,60.0,20.0,20.0
2022-11-15,9674,31689,12570,11763,70.21,69.62,9.95,40.0,0,Autumn,80.0,0.0,0.0,20.0
2022-11-16,9608,34688,7752,10893,69.34,69.8,8.15,25.0,0,Autumn,0.0,0.0,20.0,80.0
2022-11-17,9530,33099,10199,11433,69.72,71.03,8.8,35.0,0,Autumn,0.0,40.0,40.0,20.0
2022-11-18,9604,33832,5416,11423,69.86,70.79,9.9,40.0,0,Autumn,40.0,20.0,20.0,20.0
2022-11-19,9902,33659,11521,11431,68.19,70.97,11.9,50.0,0,Autumn,0.0,40.0,20.0,40.0
2022-11-20,8424,31121,5327,9775,67.02,70.53,8.45,25.0,0,Autumn,0.0,20.0,60.0,20.0
2022-11-21,9371,32159,7933,11082,69.89,71.6,8.15,25.0,0,Autumn,80.0,0.0,20.0,0.0
2022-11-22,8529,30473,10985,10016,68.08,70.09,8.7,30.0,0,Autumn,60.0,40.0,0.0,0.0
2022-11-23,8800,31119,8704,10501,66.95,66.99,9.85,40.0,0,Autumn,0.0,60.0,20.0,20.0
2022-11-24,10218,28458,13200,12044,70.09,70.39,10.1,40.0,0,Autumn,20.0,0.0,20.0,60.0
2022-11-25,8713,27184,7601,10053,67.48,68.5,10.0,40.0,0,Autumn,20.0,40.0,20.0,20.0
2022-11-26,9889,30423,10114,11467,69.93,71.91,9.45,30.0,0,Autumn,20.0,20.0,0.0,60.0
2022-11-27,8451,28135,6166,10073,68.79,71.25,7.65,25.0,0,Autumn,20.0,40.0,20.0,20.0
2022-11-28,8615,32411,8233,9830,65.9,66.63,10.1,40.0,0,Autumn,0.0,0.0,80.0,20.0
2022-11-29,8317,33852,5975,9578,69.39,70.73,4.95,0.0,0,Autumn,20.0,40.0,20.0,20.0
2022-11-30,9059,32313,9075,10023,69.61,71.83,5.65,0.0,0,Autumn,0.0,20.0,20.0,60.0
2022-12-01,7672,28757,5897,9264,64.78,67.22,10.1,35.0,0,Winter,40.0,0.0,60.0,0.0
2022-12-02,9287,29301,13021,11230,71.46,72.78,6.05,15.0,0,Winter,40.0,0.0,0.0,60.0
2022-12-03,9579,28647,10857,10845,68.55,71.76,9.05,35.0,0,Winter,0.0,0.0,60.0,40.0
2022-12-04,9369,26543,10557,10872,69.35,71.09,8.35,30.0,0,Winter,60.0,0.0,20.0,20.0
2022-12-05,10441,26657,13306,12348,70.03,72.8,10.05,45.0,0,Winter,20.0,0.0,20.0,60.0
2022-12-06,9887,28894,7964,11577,70.61,72.91,8.25,20.0,0,Winter,20.0,0.0,0.0,80.0
2022-12-07,9685,31016,8906,11111,69.53,69.2,8.7,30.0,0,Winter,40.0,0.0,40.0,20.0
2022-12-08,9592,31198,10634,11312,70.16,72.94,8.2,25.0,0,Winter,40.0,0.0,0.0,60.0
2022-12-09,10562,31641,12948,12200,71.62,73.83,9.4,40.0,0,Winter,20.0,0.0,20.0,60.0
2022-12-10,8752,30893,5546,10423,66.69,68.57,9.75,35.0,0,Winter,20.0,0.0,40.0,40.0
2022-12-11,8926,30586,8167,10512,66.34,68.09,11.1,40.0,0,Winter,40.0,0.0,60.0,0.0
2022-12-12,9530,34089,10068,10990,69.2,71.22,8.3,25.0,0,Winter,40.0,0.0,60.0,0.0
2022-12-13,9537,31837,8602,11148,69.41,69.72,9.4,35.0,0,Winter,40.0,0.0,60.0,0.0
2022-12-14,10146,31766,11383,11922,70.51,70.71,10.15,40.0,0,Winter,0.0,0.0,20.0,80.0
2022-12-15,9422,30614,9872,11413,71.33,74.46,8.25,30.0,0,Winter,40.0,0.0,40.0,20.0
2022-12-16,9297,30257,8297,10829,69.69,69.82,8.4,30.0,0,Winter,40.0,0.0,60.0,0.0
2022-12-17,9901,30326,12338,11908,69.48,72.2,10.6,45.0,0,Winter,40.0,0.0,20.0,40.0
2022-12-18,10614,31611,12355,12576,72.24,73.6,9.95,40.0,0,Winter,20.0,0.0,20.0,60.0
2022-12-19,9813,30729,9134,11494,69.77,71.47,9.0,35.0,0,Winter,40.0,0.0,40.0,20.0
2022-12-20,8862,30127,7691,10521,67.67,68.09,10.85,45.0,0,Winter,20.0,0.0,80.0,0.0
2022-12-21,10048,32374,11150,11402,69.76,72.7,9.35,40.0,0,Winter,40.0,0.0,20.0,40.0
2022-12-22,9479,36290,9630,10900,67.45,68.44,10.55,35.0,0,Winter,20.0,0.0,60.0,20.0
2022-12-23,8932,32394,7096,10988,66.97,69.8,10.8,40.0,0,Winter,20.0,0.0,60.0,20.0
2022-12-24,10158,33654,10617,12042,70.55,71.7,10.55,40.0,0,Winter,40.0,0.0,40.0,20.0
2022-12-25,9703,34425,8518,11384,69.09,71.51,10.6,45.0,0,Winter,20.0,0.0,40.0,40.0
2022-12-26,9956,32841,12831,12404,71.13,72.14,11.0,50.0,0,Winter,60.0,0.0,0.0,40.0
2022-12-27,9304,33108,10155,11188,69.2,70.79,10.4,45.0,0,Winter,0.0,0.0,80.0,20.0
2022-12-28,11416,32760,10888,12799,74.25,74.73,7.35,30.0,0,Winter,0.0,0.0,0.0,100.0
2022-12-29,8737,31106,7855,10778,72.18,74.43,4.5,0.0,0,Winter,40.0,0.0,0.0,60.0
2022-12-30,9192,33306,9684,10643,72.74,75.62,4.4,0.0,0,Winter,40.0,0.0,0.0,60.0
2022-12-31,8973,34588,7005,10408,70.38,72.42,4.95,0.0,0,Winter,0.0,0.0,40.0,60.0
2023-01-01,9668,35091,9914,11144,69.12,70.21,9.45,35.0,0,Winter,80.0,0.0,0.0,20.0
2023-01-02,10665,33463,7430,12563,70.15,71.35,11.55,50.0,0,Winter,40.0,0.0,0.0,60.0
2023-01-03,10070,33525,10856,11694,69.43,70.13,10.3,45.0,0,Winter,60.0,0.0,20.0,20.0
2023-01-04,9331,33826,8379,10979,68.47,71.57,9.5,40.0,0,Winter,100.0,0.0,0.0,0.0
2023-01-05,8963,31527,8258,10470,70.42,71.04,6.65,15.0,0,Winter,40.0,0.0,40.0,20.0
2023-01-06,9324,30060,9112,10816,69.28,72.04,7.75,25.0,0,Winter,20.0,0.0,60.0,20.0
2023-01-07,9540,30061,13304,11250,68.41,69.55,11.1,40.0,0,Winter,40.0,0.0,20.0,40.0
2023-01-08,9892,28701,9638,11534,68.53,70.9,10.2,40.0,0,Winter,80.0,0.0,0.0,20.0
2023-01-09,9082,29181,7596,10819,67.93,69.71,10.5,40.0,0,Winter,0.0,0.0,40.0,60.0
2023-01-10,10231,31241,13574,12228,71.32,74.04,10.05,40.0,0,Winter,40.0,0.0,0.0,60.0
2023-01-11,10022,29771,11750,12621,70.81,73.0,10.7,50.0,0,Winter,40.0,0.0,20.0,40.0
2023-01-12,9235,32825,7249,10906,68.3,70.61,10.15,35.0,0,Winter,40.0,0.0,60.0,0.0
2023-01-13,10113,30908,9190,11939,68.33,69.94,11.3,45.0,0,Winter,60.0,0.0,40.0,0.0
2023-01-14,9583,33883,9169,11555,71.77,72.13,7.65,25.0,0,Winter,60.0,0.0,0.0,40.0
2023-01-15,9309,33579,8767,10984,68.32,70.06,10.6,50.0,0,Winter,0.0,0.0,80.0,20.0
2023-01-16,9644,33842,9224,11400,71.38,73.99,6.2,15.0,0,Winter,60.0,0.0,20.0,20.0
2023-01-17,9756,31807,9887,11588,73.01,74.82,6.35,15.0,0,Winter,20.0,0.0,0.0,80.0
2023-01-18,10303,31224,12922,12118,69.92,70.84,11.6,45.0,0,Winter,80.0,0.0,20.0,0.0
2023-01-19,10117,30759,11110,12119,71.82,74.21,9.55,35.0,0,Winter,20.0,0.0,20.0,60.0
2023-01-20,10730,29990,11866,12550,70.64,72.0,11.1,50.0,0,Winter,40.0,0.0,20.0,40.0
2023-01-21,9396,32072,5872,11429,71.04,72.87,7.9,20.0,0,Winter,40.0,0.0,20.0,40.0
2023-01-22,10261,33389,9599,11543,69.37,70.8,10.25,45.0,0,Winter,20.0,0.0,20.0,60.0
2023-01-23,10122,35591,13257,12039,68.91,70.21,12.4,55.0,0,Winter,40.0,0.0,40.0,20.0
2023-01-24,9351,33875,9875,10760,68.38,70.26,9.65,40.0,0,Winter,20.0,0.0,60.0,20.0
2023-01-25,9655,31761,6687,11162,70.65,71.68,7.45,30.0,0,Winter,0.0,0.0,20.0,80.0
2023-01-26,9345,32729,8350,11234,70.94,72.78,7.2,20.0,0,Winter,20.0,0.0,20.0,60.0
2023-01-27,8473,33785,6184,10167,68.48,70.92,7.95,25.0,0,Winter,40.0,0.0,60.0,0.0
2023-01-28,9170,35401,7381,10515,68.43,70.94,8.4,30.0,0,Winter,40.0,0.0,20.0,40.0
2023-01-29,5636,33956,2829,6296,61.79,63.79,5.25,0.0,1,Winter,40.0,0.0,20.0,40.0
2023-01-30,5981,32797,4005,6812,63.17,65.54,4.95,0.0,1,Winter,20.0,0.0,20.0,60.0
2023-01-31,5583,31091,3964,6631,62.83,64.12,5.35,0.0,1,Winter,20.0,0.0,60.0,20.0
2023-02-01,6110,30365,5546,7042,61.27,63.41,8.7,25.0,1,Winter,0.0,0.0,60.0,40.0
2023-02-02,6197,28453,5692,7255,60.83,61.76,10.85,45.0,1,Winter,60.0,0.0,0.0,40.0
2023-02-03,6273,28025,5154,7150,58.97,62.02,11.4,50.0,1,Winter,40.0,0.0,40.0,20.0
2023-02-04,6829,25898,7245,7686,59.66,61.04,11.75,55.0,1,Winter,80.0,0.0,20.0,0.0
2023-02-05,6373,24580,7047,7535,61.78,62.77,8.8,35.0,1,Winter,0.0,0.0,40.0,60.0
2023-02-06,6092,25111,4564,7173,60.2,62.34,9.7,35.0,1,Winter,40.0,0.0,20.0,40.0
2023-02-07,5750,23887,4488,6427,60.73,62.29,7.65,25.0,1,Winter,60.0,0.0,40.0,0.0
2023-02-08,5575,25030,5020,6548,59.89,60.8,9.7,40.0,1,Winter,0.0,0.0,60.0,40.0
2023-02-09,6736,24149,6922,7771,60.03,62.19,12.2,55.0,1,Winter,60.0,0.0,20.0,20.0
2023-02-10,6493,22953,5713,7327,63.15,64.02,7.85,25.0,1,Winter,20.0,0.0,20.0,60.0
2023-02-11,5658,21296,5789,6371,60.41,61.82,8.0,30.0,1,Winter,0.0,0.0,60.0,40.0
2023-02-12,6121,21140,9298,7535,61.72,62.62,10.9,45.0,1,Winter,40.0,0.0,40.0,20.0
2023-02-13,6193,21549,6013,7214,59.39,60.39,11.55,50.0,1,Winter,20.0,0.0,40.0,40.0
2023-02-14,6457,21968,6097,7327,61.33,62.4,10.15,40.0,1,Winter,60.0,0.0,0.0,40.0
2023-02-15,6522,22208,5223,7141,62.02,64.01,7.55,25.0,1,Winter,20.0,0.0,20.0,60.0
2023-02-16,5862,22217,6331,6821,59.44,60.95,8.7,30.0,1,Winter,100.0,0.0,0.0,0.0
2023-02-17,6158,23377,5044,6793,60.21,60.9,9.0,30.0,1,Winter,0.0,0.0,80.0,20.0
2023-02-18,6283,24105,6250,6986,61.5,62.0,8.45,25.0,1,Winter,20.0,0.0,20.0,60.0
2023-02-19,6724,22389,8114,7818,61.49,62.81,11.25,50.0,1,Winter,0.0,0.0,40.0,60.0
2023-02-20,5991,23598,5199,7130,60.63,62.74,9.35,25.0,1,Winter,20.0,0.0,20.0,60.0
2023-02-21,5550,22637,5439,6939,61.75,61.77,8.1,25.0,1,Winter,40.0,0.0,20.0,40.0
2023-02-22,6155,24250,5680,7207,62.18,65.16,7.3,25.0,1,Winter,20.0,0.0,20.0,60.0
2023-02-23,6046,22609,6299,6987,60.79,61.15,8.75,35.0,1,Winter,20.0,0.0,60.0,20.0
2023-02-24,6675,21500,7691,7796,61.54,61.59,10.85,45.0,1,Winter,0.0,0.0,20.0,80.0
2023-02-25,5774,21802,6176,6710,59.72,60.47,9.7,35.0,1,Winter,40.0,0.0,60.0,0.0
2023-02-26,6008,23830,3864,6926,62.35,63.2,6.9,15.0,1,Winter,60.0,0.0,20.0,20.0
2023-02-27,6668,23169,9093,7805,61.6,63.66,9.75,45.0,1,Winter,40.0,0.0,0.0,60.0
2023-02-28,5974,21655,4865,6839,60.01,61.81,8.9,35.0,1,Winter,20.0,0.0,60.0,20.0
2023-03-01,9126,22314,17950,11351,66.34,69.09,13.25,60.0,0,Spring,40.0,60.0,0.0,0.0
2023-03-02,9101,20693,9621,11277,70.02,71.75,8.4,30.0,0,Spring,0.0,20.0,0.0,80.0
2023-03-03,9600,22902,13974,11564,68.32,70.36,10.2,40.0,0,Spring,40.0,20.0,0.0,40.0
2023-03-04,9086,24079,10732,11797,69.77,72.51,10.45,50.0,0,Spring,80.0,20.0,0.0,0.0
2023-03-05,9325,26805,10108,11666,70.86,73.59,7.75,25.0,0,Spring,0.0,20.0,0.0,80.0
2023-03-06,8852,29831,7310,10478,67.98,68.39,9.15,35.0,0,Spring,60.0,40.0,0.0,0.0
2023-03-07,9782,34171,10204,11947,69.67,70.97,10.1,40.0,0,Spring,40.0,0.0,0.0,60.0
2023-03-08,9243,33752,6846,10711,68.81,70.34,8.2,25.0,0,Spring,60.0,20.0,0.0,20.0
2023-03-09,10336,32795,12660,12058,69.31,70.54,10.35,40.0,0,Spring,20.0,0.0,0.0,80.0
2023-03-10,9537,30906,8835,11282,69.59,72.84,9.25,40.0,0,Spring,40.0,40.0,0.0,20.0
2023-03-11,8904,32223,8266,10604,69.53,68.85,7.65,15.0,0,Spring,20.0,60.0,0.0,20.0
2023-03-12,10536,34594,11938,11615,69.74,70.98,9.15,30.0,0,Spring,0.0,60.0,0.0,40.0
2023-03-13,9512,31217,9450,11167,69.12,71.16,9.45,35.0,0,Spring,40.0,40.0,0.0,20.0
2023-03-14,9746,31433,7927,11044,67.82,68.17,10.25,45.0,0,Spring,20.0,40.0,0.0,40.0
2023-03-15,11036,30618,17332,13236,73.0,73.6,9.7,40.0,0,Spring,60.0,0.0,0.0,40.0
2023-03-16,10821,30975,7398,12502,70.44,73.61,10.25,45.0,0,Spring,80.0,0.0,0.0,20.0
2023-03-17,9595,32049,7799,11354,67.46,69.23,11.4,45.0,0,Spring,20.0,60.0,0.0,20.0
2023-03-18,9191,32664,8718,11187,66.67,70.15,10.95,45.0,0,Spring,40.0,40.0,0.0,20.0
2023-03-19,9821,33357,9992,11237,70.32,70.05,8.2,30.0,0,Spring,0.0,60.0,0.0,40.0
2023-03-20,9108,32961,7559,10586,68.59,71.29,8.4,30.0,0,Spring,20.0,60.0,0.0,20.0
2023-03-21,9093,31174,8303,11150,68.97,70.52,8.55,25.0,0,Spring,80.0,20.0,0.0,0.0
2023-03-22,10388,33387,11147,12130,70.99,72.21,10.05,40.0,0,Spring,20.0,40.0,0.0,40.0
2023-03-23,9697,31857,10118,11838,69.01,70.82,11.05,45.0,0,Spring,80.0,20.0,0.0,0.0
2023-03-24,10432,30278,11824,11829,71.36,73.68,8.4,30.0,0,Spring,40.0,0.0,0.0,60.0
2023-03-25,10234,28941,12210,12617,71.65,75.0,8.5,30.0,0,Spring,0.0,0.0,0.0,100.0
2023-03-26,8583,30090,4646,10121,67.9,69.32,8.8,25.0,0,Spring,0.0,80.0,0.0,20.0
2023-03-27,9253,30707,9301,10578,69.53,71.37,7.25,20.0,0,Spring,60.0,40.0,0.0,0.0
2023-03-28,9280,31387,8688,11054,68.41,69.23,9.75,40.0,0,Spring,80.0,20.0,0.0,0.0
2023-03-29,9227,33122,8514,10392,69.86,71.25,5.6,0.0,0,Spring,80.0,20.0,0.0,0.0
2023-03-30,8625,30931,7061,10237,71.11,72.35,4.9,0.0,0,Spring,60.0,20.0,0.0,20.0
2023-03-31,9421,30788,7830,10624,70.92,73.69,4.7,0.0,0,Spring,60.0,20.0,0.0,20.0
2023-04-01,9329,28979,11001,10782,69.26,71.22,7.8,20.0,0,Spring,40.0,40.0,0.0,20.0
2023-04-02,9612,27791,9689,11156,69.58,70.79,8.2,30.0,0,Spring,60.0,20.0,0.0,20.0
2023-04-03,8918,25556,10090,10259,68.77,68.97,6.75,20.0,0,Spring,20.0,60.0,0.0,20.0
2023-04-04,8631,26544,9405,10550,67.98,71.2,9.45,35.0,0,Spring,40.0,40.0,0.0,20.0
2023-04-05,9243,30025,8836,10921,68.22,70.52,9.85,45.0,0,Spring,100.0,0.0,0.0,0.0
2023-04-06,9243,30133,9478,10967,67.97,69.63,9.95,40.0,0,Spring,60.0,40.0,0.0,0.0
2023-04-07,9577,28739,10230,11499,67.08,68.22,11.8,50.0,0,Spring,100.0,0.0,0.0,0.0
2023-04-08,9558,29106,11702,11171,68.56,70.16,9.7,35.0,0,Spring,20.0,40.0,0.0,40.0
2023-04-09,9419,29872,9110,11717,70.11,71.38,9.3,35.0,0,Spring,40.0,20.0,0.0,40.0
2023-04-10,10251,29922,9942,11778,70.97,72.09,8.05,25.0,0,Spring,60.0,0.0,0.0,40.0
2023-04-11,9241,31843,9990,10841,67.35,68.6,10.35,45.0,0,Spring,20.0,80.0,0.0,0.0
2023-04-12,5507,30951,2608,6464,60.35,60.42,7.6,25.0,1,Spring,20.0,60.0,0.0,20.0
2023-04-13,6219,34154,2941,7000,62.61,63.86,7.3,20.0,1,Spring,60.0,0.0,0.0,40.0
2023-04-14,5466,32418,3889,6414,58.97,60.98,9.0,30.0,1,Spring,20.0,60.0,0.0,20.0
2023-04-15,6159,35301,4373,6928,58.21,61.06,12.3,60.0,1,Spring,0.0,100.0,0.0,0.0
2023-04-16,6321,32224,6327,7318,60.1,61.62,9.9,40.0,1,Spring,0.0,20.0,0.0,80.0
2023-04-17,6153,29413,4582,6950,59.73,61.09,10.45,40.0,1,Spring,20.0,40.0,0.0,40.0
2023-04-18,5466,28966,4659,6537,61.09,62.15,8.15,25.0,1,Spring,0.0,60.0,0.0,40.0
2023-04-19,5760,28065,4030,6641,59.67,60.86,10.0,45.0,1,Spring,20.0,60.0,0.0,20.0
2023-04-20,6360,27362,5558,7511,60.43,62.42,10.4,40.0,1,Spring,40.0,0.0,0.0,60.0
2023-04-21,6143,26180,6254,6811,59.44,61.04,10.1,45.0,1,Spring,20.0,60.0,0.0,20.0
2023-04-22,5527,24564,4281,6379,60.8,62.46,6.55,15.0,1,Spring,60.0,0.0,0.0,40.0
2023-04-23,6931,23352,10112,8104,60.24,61.82,11.1,55.0,1,Spring,60.0,0.0,0.0,40.0
2023-04-24,6240,21923,4862,6891,58.42,60.14,11.35,50.0,1,Spring,0.0,80.0,0.0,20.0
2023-04-25,6227,22137,4335,7164,60.52,61.77,9.2,40.0,1,Spring,40.0,40.0,0.0,20.0
2023-04-26,6135,22072,7752,7127,61.24,62.75,8.3,30.0,1,Spring,40.0,40.0,0.0,20.0
2023-04-27,5399,22971,5097,6442,58.87,59.84,9.7,35.0,1,Spring,60.0,20.0,0.0,20.0
2023-04-28,5768,23718,5398,6430,60.23,62.69,7.65,25.0,1,Spring,40.0,60.0,0.0,0.0
2023-04-29,5917,22987,4189,6562,62.68,63.67,4.55,0.0,1,Spring,80.0,20.0,0.0,0.0
